CustomerID,CountryRegionName,Education,Occupation,Gender,MaritalStatus,NumberCarsOwned,TotalChildren,BikeBuyer,AgeRange,log_YearlyIncome
16476,France,Partial College,Clerical,M,S,1,0,0,Under 25,10.66366234138441
16477,United States,Partial High School,Clerical,F,S,2,0,1,Under 25,10.420434403307056
16478,United States,Partial College,Skilled Manual,M,S,2,0,1,Under 25,11.284593476966895
16479,Canada,Partial College,Skilled Manual,F,S,2,0,0,Under 25,11.172137930831342
16481,Australia,Partial High School,Clerical,F,S,2,2,0,Between 45 and 55,10.065776455579847
16482,Australia,Partial College,Clerical,F,M,2,3,0,Between 45 and 55,10.802998284370267
16483,Australia,Bachelors ,Management,M,M,2,2,0,Between 45 and 55,11.093386787130704
16484,Australia,Partial College,Clerical,M,M,2,2,0,Between 45 and 55,10.832556296769498
16485,United States,Partial High School,Clerical,M,S,2,0,1,Under 25,10.721459583541503
16486,Australia,High School,Skilled Manual,F,M,2,3,0,Between 45 and 55,10.61771105869799
16487,Australia,High School,Skilled Manual,F,S,2,3,0,Between 45 and 55,10.678606348461217
16488,Australia,High School,Skilled Manual,M,M,2,3,0,Between 45 and 55,10.765955477712776
16490,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.117286917679799
16492,Australia,Partial College,Clerical,M,M,2,2,0,Between 25 and 45,11.040791568315225
16493,Australia,Partial College,Skilled Manual,F,M,2,3,0,Between 25 and 45,10.819298169173406
16494,Australia,Partial College,Skilled Manual,F,S,2,2,0,Between 25 and 45,11.43589322129926
16495,Australia,Partial College,Skilled Manual,F,S,2,2,0,Between 25 and 45,11.416843987792543
16497,Canada,Partial College,Skilled Manual,F,S,2,0,0,Under 25,10.713639688348616
16498,United States,Partial College,Skilled Manual,M,S,2,0,0,Under 25,10.994403634569768
16499,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.817796321618971
16500,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.912958925628738
16501,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.706475198775605
16502,United States,High School,Skilled Manual,M,S,2,0,1,Under 25,10.888875150489609
16503,United States,Partial College,Skilled Manual,M,M,2,0,0,Under 25,11.486684153765001
16504,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.795608535103078
16505,United States,High School,Skilled Manual,F,S,2,0,1,Under 25,10.763927250870267
16506,Canada,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.347838535097829
16507,France,Bachelors ,Clerical,F,M,1,2,0,Over 55,10.469057010723345
16508,France,Bachelors ,Clerical,M,M,1,2,0,Over 55,10.55737401914277
16509,United Kingdom,Bachelors ,Clerical,F,M,0,1,0,Over 55,10.56429231017482
16511,United Kingdom,Bachelors ,Clerical,M,M,0,1,0,Between 45 and 55,10.831568505784759
16512,United Kingdom,Graduate Degree,Clerical,M,S,0,1,0,Between 45 and 55,11.392383627316738
16513,France,Partial College,Manual,M,S,1,3,0,Between 45 and 55,9.696463383101802
16515,Australia,Partial College,Manual,M,M,1,0,0,Under 25,10.03183679096379
16516,Australia,Bachelors ,Clerical,M,M,0,0,0,Under 25,10.15716030888516
16517,Australia,High School,Manual,F,M,0,1,0,Under 25,9.295416544331301
16518,Australia,High School,Manual,F,S,0,1,0,Under 25,9.73601519859238
16519,Australia,High School,Manual,F,S,0,1,0,Under 25,9.873904249994453
16520,Australia,High School,Manual,F,M,0,1,1,Under 25,9.631810054226063
16521,Australia,High School,Manual,F,S,0,1,0,Under 25,10.076474005852402
16522,Australia,High School,Manual,F,M,0,1,0,Under 25,10.083013538694615
16523,Australia,Bachelors ,Clerical,F,M,0,0,0,Under 25,9.769956159911606
16524,Australia,Bachelors ,Clerical,M,M,0,0,0,Under 25,10.780808739711565
16525,Australia,Bachelors ,Clerical,F,M,0,0,0,Under 25,10.236059335123967
16526,Australia,Bachelors ,Clerical,M,S,0,0,0,Under 25,10.531749485189057
16527,Australia,Bachelors ,Clerical,M,S,0,0,0,Under 25,10.529425983402623
16528,Australia,Bachelors ,Clerical,F,S,0,0,1,Under 25,10.411087980946425
16529,Australia,Bachelors ,Clerical,M,M,0,0,0,Under 25,10.987053882998966
16530,United Kingdom,Bachelors ,Clerical,F,M,0,1,0,Between 45 and 55,11.032079266945424
16531,United Kingdom,Bachelors ,Clerical,F,S,0,1,1,Between 45 and 55,10.902187420651002
16532,France,Partial College,Manual,M,S,0,1,1,Between 25 and 45,9.79823814181703
16533,France,Partial College,Manual,F,M,0,1,0,Between 25 and 45,9.400878083541478
16534,Germany,Graduate Degree,Clerical,F,M,0,4,0,Between 25 and 45,11.02513254031481
16535,France,High School,Manual,M,S,1,1,0,Between 25 and 45,10.23713437285382
16536,France,High School,Manual,F,S,1,1,0,Between 25 and 45,9.970164410800407
16537,Germany,Partial College,Manual,M,S,0,1,1,Between 25 and 45,9.882672412822208
16538,Germany,Partial College,Manual,F,S,0,1,0,Between 25 and 45,9.610859937691332
16539,Germany,Partial College,Manual,F,S,0,1,0,Between 25 and 45,9.486455808056498
16540,Germany,Partial College,Manual,M,M,0,1,1,Between 25 and 45,10.32094710549266
16541,United Kingdom,Partial College,Manual,M,S,0,1,0,Between 25 and 45,10.405928119767678
16542,United Kingdom,Partial College,Manual,M,M,0,1,0,Between 25 and 45,9.94908214009452
16543,United Kingdom,Partial College,Manual,F,M,0,1,0,Between 25 and 45,10.180929877257716
16545,France,High School,Manual,F,M,1,1,0,Between 25 and 45,10.057195277130344
16546,United Kingdom,Partial College,Manual,M,M,1,2,0,Between 25 and 45,10.21993928098399
16547,France,Partial College,Manual,M,M,1,2,0,Between 25 and 45,9.703144581144354
16548,France,Bachelors ,Clerical,M,M,0,3,1,Between 25 and 45,11.154248518360824
16549,Germany,Bachelors ,Clerical,F,S,0,3,0,Between 25 and 45,10.809344036488135
16550,United Kingdom,Bachelors ,Clerical,M,M,0,0,0,Between 25 and 45,10.92043776750946
16551,France,Bachelors ,Clerical,F,S,0,0,1,Between 25 and 45,10.885228889472822
16552,Germany,Bachelors ,Clerical,M,M,0,0,0,Between 25 and 45,11.00379839783982
16553,United Kingdom,Graduate Degree,Clerical,F,M,0,3,0,Between 25 and 45,11.090187028191608
16554,United Kingdom,Bachelors ,Clerical,F,S,0,1,0,Between 25 and 45,10.811080568707087
16555,France,High School,Manual,M,M,1,1,0,Between 25 and 45,9.962887895817575
16556,Germany,Partial College,Manual,F,S,1,0,0,Between 25 and 45,10.259552310349166
16557,France,Partial College,Manual,M,S,1,0,0,Between 25 and 45,9.993602441978389
16558,Germany,Partial College,Manual,M,S,1,0,0,Between 25 and 45,9.96439448743965
16560,France,Bachelors ,Clerical,M,S,0,0,1,Between 25 and 45,11.316399501560289
16561,United Kingdom,Bachelors ,Clerical,M,M,0,0,0,Between 25 and 45,11.034938049953386
16564,United Kingdom,Partial College,Manual,F,S,1,0,0,Between 25 and 45,10.243916237796457
16565,Germany,Graduate Degree,Clerical,M,M,0,0,0,Between 25 and 45,11.31681325270705
16566,France,Graduate Degree,Clerical,F,S,0,0,0,Between 25 and 45,10.94402924674814
16567,Germany,Graduate Degree,Skilled Manual,M,S,0,0,1,Between 25 and 45,11.128394696471394
16568,Germany,Graduate Degree,Clerical,F,M,0,1,0,Over 55,11.009274044952239
16569,France,Partial College,Manual,F,S,2,3,0,Between 25 and 45,9.955035814416705
16570,France,Partial College,Manual,F,M,1,2,0,Between 25 and 45,10.237098556876308
16571,United Kingdom,Partial College,Manual,F,M,1,2,0,Between 45 and 55,10.082010236072934
16573,United Kingdom,Partial College,Manual,M,S,0,1,0,Between 25 and 45,9.37974553683691
16575,United Kingdom,Graduate Degree,Management,F,S,2,4,0,Between 45 and 55,11.920734490622847
16576,France,Partial College,Professional,M,S,2,5,0,Between 45 and 55,11.679583317297576
16577,France,Partial College,Professional,F,S,2,5,1,Between 45 and 55,11.48393939868413
16578,Germany,Bachelors ,Management,F,S,4,3,0,Between 45 and 55,11.547288243597738
16579,United Kingdom,High School,Professional,M,M,1,4,1,Between 25 and 45,11.5307555598676
16580,France,High School,Professional,F,M,2,4,0,Between 25 and 45,11.29361206923637
16583,Germany,High School,Professional,M,M,3,4,0,Between 25 and 45,11.628002620811348
16587,Germany,Bachelors ,Management,M,M,2,5,0,Between 25 and 45,11.970616099469298
16588,United Kingdom,Partial College,Professional,M,M,2,5,1,Between 25 and 45,12.009217993038883
16589,United Kingdom,Partial College,Professional,M,M,2,5,1,Between 25 and 45,11.976936172479554
16590,United Kingdom,Bachelors ,Management,M,M,3,5,0,Between 25 and 45,12.023723088344212
16591,United Kingdom,Bachelors ,Management,M,M,4,4,0,Between 25 and 45,12.0332775674005
16592,France,Partial College,Professional,F,M,2,4,0,Between 25 and 45,11.339464536608471
16593,United Kingdom,Partial College,Professional,F,M,3,5,1,Between 25 and 45,11.810642023149898
16594,United Kingdom,Bachelors ,Management,M,M,3,5,1,Between 25 and 45,12.039203089295135
16595,United Kingdom,Bachelors ,Management,M,M,3,5,1,Between 25 and 45,12.033158698085286
16596,France,Partial High School,Skilled Manual,F,S,2,5,1,Between 45 and 55,10.948347385204992
16597,Germany,Partial College,Professional,F,S,4,4,1,Between 45 and 55,11.492243050775025
16598,United Kingdom,High School,Professional,F,S,3,5,1,Between 45 and 55,11.783082364756128
16599,United Kingdom,Bachelors ,Management,M,M,3,5,1,Between 45 and 55,12.024358903979104
16600,France,High School,Management,F,S,3,4,0,Between 45 and 55,11.598515832804411
16601,United Kingdom,High School,Management,F,S,4,5,1,Between 45 and 55,11.651860978991007
16602,United Kingdom,High School,Management,F,M,4,5,0,Between 45 and 55,11.791216075372574
16603,Germany,Partial High School,Professional,F,M,3,5,1,Between 45 and 55,11.67489124150711
16604,Germany,High School,Management,M,M,4,5,1,Between 45 and 55,11.977658981535452
16605,Australia,Bachelors ,Professional,F,M,4,0,0,Under 25,11.366615631872113
16606,Australia,Bachelors ,Professional,M,S,3,0,0,Under 25,11.559789966717512
16607,Australia,Bachelors ,Professional,M,M,3,0,0,Under 25,11.524023651636261
16608,Australia,Bachelors ,Professional,M,S,3,0,1,Under 25,11.586956291291145
16609,Australia,Bachelors ,Professional,M,S,4,0,0,Under 25,11.387010706290544
16610,Australia,Bachelors ,Professional,F,M,4,0,0,Under 25,11.352052239382143
16611,Australia,Bachelors ,Professional,M,S,3,0,1,Under 25,11.814636174331405
16612,Australia,Bachelors ,Professional,F,S,2,0,0,Under 25,11.672634951676818
16613,Australia,Bachelors ,Professional,F,M,4,0,1,Under 25,11.370658888616422
16614,Australia,Bachelors ,Professional,F,M,3,0,0,Under 25,11.606479558302345
16615,Australia,Bachelors ,Professional,F,S,3,0,0,Under 25,11.565166809815892
16616,Australia,Bachelors ,Professional,M,S,2,0,1,Under 25,11.78399023159857
16617,Australia,High School,Management,M,M,1,5,1,Under 25,11.638173898404546
16619,Australia,Partial High School,Professional,F,M,4,5,1,Under 25,11.677982171585912
16620,Australia,Bachelors ,Professional,M,M,3,0,1,Under 25,11.790746577575135
16621,Australia,High School,Management,F,M,2,5,1,Under 25,11.441590567365607
16622,Australia,High School,Management,M,S,2,5,1,Under 25,11.737603837843007
16623,Australia,Bachelors ,Professional,M,S,4,5,1,Under 25,12.063823362285929
16624,Australia,Bachelors ,Professional,M,S,3,0,0,Between 25 and 45,11.890944005165123
16625,Australia,High School,Management,M,M,2,5,1,Between 25 and 45,11.617366558088658
16626,Australia,High School,Management,M,S,3,5,1,Between 25 and 45,11.674270205377727
16627,Australia,Bachelors ,Professional,F,M,4,0,0,Between 25 and 45,11.615545228195051
16628,Australia,Bachelors ,Professional,M,S,4,0,1,Between 25 and 45,11.744568790638537
16629,Australia,High School,Management,F,S,4,5,1,Between 25 and 45,11.858569794759854
16630,Australia,High School,Management,M,M,4,5,1,Between 25 and 45,11.929356889293766
16631,Australia,Bachelors ,Professional,F,S,4,0,0,Between 25 and 45,11.676955751791931
16632,Australia,High School,Management,M,S,3,5,1,Between 25 and 45,11.766008328647095
16633,Australia,High School,Management,F,M,4,5,1,Between 25 and 45,11.421599338276206
16634,Australia,Bachelors ,Professional,F,M,4,0,0,Between 25 and 45,11.590997000390384
16635,Australia,Partial High School,Professional,M,M,4,5,1,Between 25 and 45,11.637635564138924
16637,Australia,High School,Management,M,M,4,5,1,Between 25 and 45,11.941416757297553
16638,Australia,Partial High School,Professional,M,M,4,5,0,Between 25 and 45,11.822026504795309
16639,Australia,Partial High School,Professional,F,S,4,5,1,Between 25 and 45,11.842689537801377
16640,Australia,Partial High School,Management,M,M,4,5,1,Between 25 and 45,11.993034116074158
16641,United States,Bachelors ,Management,F,S,2,5,0,Over 55,11.071252699892554
16642,United States,Bachelors ,Management,M,S,4,3,1,Over 55,11.929132669610295
16643,Canada,Graduate Degree,Management,M,S,4,2,0,Over 55,12.10242177870069
16644,United States,Graduate Degree,Management,M,M,2,3,1,Over 55,12.086866723050294
16645,United States,Bachelors ,Management,F,M,2,5,0,Between 45 and 55,11.668483725119911
16646,Canada,Graduate Degree,Management,M,M,3,3,0,Between 45 and 55,11.858038830693646
16647,United States,Graduate Degree,Management,F,M,3,4,1,Between 45 and 55,12.020495796015547
16648,United States,Bachelors ,Management,F,M,4,3,1,Between 45 and 55,11.878318297448685
16649,Canada,Bachelors ,Management,F,M,3,4,0,Between 45 and 55,11.7711272320995
16650,United States,Graduate Degree,Management,F,M,3,4,1,Between 45 and 55,11.95599459547576
16651,United States,Bachelors ,Management,F,M,3,4,0,Between 45 and 55,11.800004855845948
16652,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.149082031552883
16653,United States,Partial College,Professional,F,M,2,0,0,Under 25,11.278935806715221
16654,Canada,Partial College,Professional,F,M,2,0,0,Under 25,11.238172779922788
16655,United States,Partial College,Professional,F,M,2,0,0,Under 25,11.274503287616872
16656,Australia,High School,Skilled Manual,M,M,2,2,1,Between 25 and 45,11.624243201102182
16658,Australia,High School,Skilled Manual,F,S,2,2,0,Between 25 and 45,11.487340954757395
16659,Australia,High School,Skilled Manual,F,S,2,2,1,Between 25 and 45,11.525614616086216
16660,Australia,High School,Skilled Manual,M,S,2,2,0,Between 25 and 45,11.455073869759106
16661,Australia,High School,Skilled Manual,M,S,2,2,0,Between 25 and 45,11.398344796258973
16662,Australia,High School,Professional,F,S,2,2,0,Between 25 and 45,11.171096908847732
16663,Australia,High School,Professional,F,S,2,2,1,Between 25 and 45,11.34546493408262
16664,Australia,Graduate Degree,Management,F,M,1,1,0,Between 25 and 45,11.915085116069667
16665,Australia,Graduate Degree,Management,F,S,2,1,1,Between 25 and 45,11.906810448165443
16666,Canada,Bachelors ,Management,F,S,1,0,0,Under 25,11.56834125020344
16667,Canada,High School,Professional,F,S,2,0,0,Under 25,10.563982400820825
16668,United States,High School,Professional,M,S,2,0,1,Under 25,10.929977076708358
16669,United States,Partial College,Professional,M,S,2,0,0,Under 25,11.574725865875676
16672,United States,Partial College,Professional,F,S,2,0,1,Under 25,11.197392464362672
16673,United States,Partial College,Professional,M,S,2,0,1,Under 25,11.457444467010713
16674,Australia,Graduate Degree,Management,M,M,3,1,1,Between 25 and 45,12.096553494723489
16675,Australia,Graduate Degree,Management,F,S,3,0,0,Between 25 and 45,11.947515624305638
16676,United States,Graduate Degree,Management,F,M,3,1,1,Between 25 and 45,11.92684143044791
16677,United States,Graduate Degree,Management,M,M,4,1,1,Between 25 and 45,12.112421089448718
16680,Australia,Bachelors ,Professional,M,M,1,0,0,Between 25 and 45,11.4748081428571
16681,Australia,Bachelors ,Professional,M,S,4,5,1,Between 25 and 45,11.671722476717227
16682,Australia,Bachelors ,Professional,F,M,0,4,0,Between 25 and 45,11.45878601886958
16683,Australia,Bachelors ,Professional,F,M,0,4,1,Between 25 and 45,11.524409272911514
16684,Australia,Bachelors ,Professional,M,M,1,1,1,Between 25 and 45,11.459524688243112
16685,Australia,Bachelors ,Professional,F,S,1,1,0,Between 25 and 45,11.317652398287233
16687,Australia,Partial College,Skilled Manual,M,S,1,1,1,Between 25 and 45,11.380102392856065
16688,Australia,Partial College,Skilled Manual,F,S,1,1,0,Between 25 and 45,10.967991371570788
16691,Australia,Graduate Degree,Management,F,S,2,0,0,Between 25 and 45,11.979617366494288
16692,Australia,Partial College,Skilled Manual,M,M,1,1,0,Between 25 and 45,11.531639264414329
16693,Australia,Partial College,Skilled Manual,M,M,1,1,0,Between 25 and 45,11.280804234623668
16694,Australia,Partial College,Skilled Manual,F,M,1,1,0,Between 25 and 45,11.32575215744525
16696,Australia,Bachelors ,Professional,F,S,1,0,0,Between 25 and 45,11.282467730111303
16697,Australia,Bachelors ,Professional,M,S,4,5,1,Between 25 and 45,11.730750900139626
16698,Australia,Bachelors ,Professional,F,S,1,0,1,Between 25 and 45,11.442320580602678
16699,Australia,Bachelors ,Professional,M,M,1,5,1,Between 25 and 45,11.701585226175334
16700,Australia,Bachelors ,Professional,M,S,1,0,1,Between 25 and 45,11.602912410561387
16701,Australia,Bachelors ,Professional,F,S,2,0,0,Between 25 and 45,11.242493745924975
16702,Australia,Partial College,Skilled Manual,F,M,1,1,0,Between 25 and 45,11.211806858581484
16703,Australia,Partial College,Skilled Manual,F,M,1,1,0,Between 25 and 45,11.35930797630463
16704,Australia,Partial College,Skilled Manual,F,M,2,5,0,Between 25 and 45,11.160014855596954
16705,Australia,Bachelors ,Professional,F,M,2,5,0,Between 25 and 45,11.548379477621188
16706,Australia,Bachelors ,Professional,F,M,2,5,1,Between 25 and 45,11.604163729404476
16707,Australia,Bachelors ,Professional,M,S,1,2,0,Between 25 and 45,11.834639330615897
16708,Australia,Bachelors ,Management,F,S,1,2,1,Between 25 and 45,11.533854908151259
16709,Australia,Partial College,Clerical,M,M,2,2,0,Over 55,11.023143528132588
16710,Australia,Partial College,Skilled Manual,F,M,3,5,1,Between 25 and 45,10.83137083044609
16711,Australia,Partial College,Skilled Manual,M,M,3,5,1,Between 25 and 45,11.512865463170156
16712,Australia,Partial College,Skilled Manual,F,S,1,1,0,Between 25 and 45,11.316825419267259
16713,Australia,Bachelors ,Management,M,M,1,2,0,Between 25 and 45,11.305987392690444
16714,United States,High School,Skilled Manual,M,M,2,0,0,Under 25,10.768948040692958
16715,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,10.287286297671224
16716,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.81299533211345
16717,Canada,High School,Skilled Manual,F,M,1,0,0,Under 25,10.67941215955364
16718,United States,High School,Skilled Manual,M,S,1,0,0,Under 25,10.72588510019335
16719,United States,High School,Skilled Manual,M,S,1,0,0,Under 25,10.641464685013865
16720,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.861764401077343
16721,Canada,High School,Skilled Manual,M,M,2,0,0,Under 25,10.728035733044752
16722,United States,High School,Skilled Manual,M,S,2,0,1,Under 25,10.826217508039186
16723,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,11.047375901629389
16725,United States,High School,Skilled Manual,M,M,2,0,0,Under 25,11.013122204485974
16726,United States,High School,Skilled Manual,M,M,2,0,0,Under 25,10.694419122245767
16727,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.947062705274329
16728,United States,High School,Skilled Manual,M,M,2,0,0,Under 25,11.062332229244316
16730,Australia,Partial College,Clerical,F,M,2,2,0,Over 55,10.630287087057917
16731,Canada,Partial High School,Clerical,F,S,2,0,1,Under 25,10.568260978408226
16732,United States,High School,Skilled Manual,F,S,2,0,1,Under 25,10.766715003467674
16733,Australia,Bachelors ,Management,M,M,2,2,0,Over 55,11.140164692160132
16734,Australia,Bachelors ,Management,F,S,2,2,0,Over 55,10.842165803287912
16735,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.554744459835888
16736,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,9.990765560643188
16737,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.683156406867319
16738,Australia,Partial College,Clerical,M,M,2,2,0,Over 55,10.59144629640695
16739,Australia,Bachelors ,Management,M,M,2,2,0,Over 55,11.157406994914858
16740,Australia,Bachelors ,Management,M,M,2,2,0,Over 55,11.294707264178513
16741,Australia,Bachelors ,Management,M,M,2,2,0,Over 55,11.189671481051029
16743,Australia,Bachelors ,Management,F,M,2,2,0,Between 45 and 55,11.00988611600467
18399,United States,Partial College,Professional,F,S,4,3,1,Between 25 and 45,11.899737684579183
16745,Australia,Graduate Degree,Management,F,S,1,2,0,Between 45 and 55,11.423733530473985
16746,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.623325348349118
16747,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.986105951449888
16748,United States,High School,Skilled Manual,M,S,2,0,1,Under 25,10.815067204680163
16749,United States,Partial College,Skilled Manual,M,S,1,0,0,Under 25,10.990499483137917
16750,United States,Partial College,Skilled Manual,M,M,1,0,0,Under 25,10.812874508093488
16751,United States,Partial College,Skilled Manual,M,M,1,0,1,Under 25,11.491569031141665
16752,United States,Partial College,Skilled Manual,M,S,1,0,0,Under 25,11.413403427734167
16753,United States,Partial College,Skilled Manual,F,S,2,0,0,Between 25 and 45,11.316095163523599
16755,United States,Bachelors ,Management,F,M,1,0,0,Between 25 and 45,11.583933637706092
16756,United States,Bachelors ,Management,M,M,1,0,0,Between 25 and 45,11.678270397557066
16757,United States,Graduate Degree,Management,F,M,0,1,1,Between 25 and 45,11.955095303286528
16758,Canada,Graduate Degree,Management,M,M,0,1,1,Between 25 and 45,12.056371219743014
16759,United States,Graduate Degree,Management,F,M,1,1,0,Between 25 and 45,11.929389858536762
16760,United States,Graduate Degree,Skilled Manual,F,S,0,4,0,Between 25 and 45,11.325703922832082
16761,United States,Partial College,Clerical,M,S,1,4,1,Between 25 and 45,10.569289229700592
16762,United States,Graduate Degree,Skilled Manual,M,M,0,0,0,Between 25 and 45,10.986647736645317
16763,Canada,Graduate Degree,Skilled Manual,M,M,0,0,0,Under 25,11.353953179863753
16764,Canada,Graduate Degree,Skilled Manual,M,M,0,0,0,Under 25,11.097334260563056
16765,United States,Graduate Degree,Skilled Manual,M,M,0,1,0,Under 25,11.19163145407322
16766,United States,Graduate Degree,Skilled Manual,F,S,0,1,0,Under 25,11.044312867790632
16767,United States,Graduate Degree,Skilled Manual,M,M,0,1,0,Under 25,11.122900541349942
16768,United States,Graduate Degree,Skilled Manual,M,M,0,1,0,Under 25,11.226469307444253
16769,United States,Graduate Degree,Skilled Manual,M,M,0,1,0,Between 25 and 45,11.478572087098533
16770,United States,Graduate Degree,Skilled Manual,M,M,0,1,0,Between 25 and 45,11.531609820174356
16771,Canada,Graduate Degree,Skilled Manual,M,M,0,1,1,Between 25 and 45,11.255061060927629
16772,Canada,Graduate Degree,Skilled Manual,F,M,0,1,0,Between 25 and 45,10.947661254690129
16773,United States,Graduate Degree,Skilled Manual,M,M,0,1,0,Between 25 and 45,11.730686556803562
16774,United States,Graduate Degree,Skilled Manual,M,S,0,1,0,Between 25 and 45,11.553453016146296
16775,United States,Graduate Degree,Professional,F,M,0,1,1,Between 25 and 45,11.53646619488621
16776,United States,Bachelors ,Skilled Manual,M,M,0,1,0,Between 25 and 45,11.10533309584589
16777,United States,Bachelors ,Management,M,M,2,4,0,Between 45 and 55,11.71084966499159
16778,United States,Graduate Degree,Management,M,S,2,4,0,Between 45 and 55,11.644664001388104
16779,United States,Bachelors ,Management,F,M,2,5,0,Between 45 and 55,11.365515349741457
16780,United States,Bachelors ,Management,M,M,2,5,0,Between 45 and 55,11.678753413620385
16781,United States,Bachelors ,Management,M,M,2,5,0,Between 45 and 55,11.510462434198743
16782,United States,Bachelors ,Management,M,M,3,5,0,Between 45 and 55,11.494975320767226
16783,United States,Bachelors ,Management,F,M,3,5,0,Between 45 and 55,11.489103972844227
16784,Canada,Bachelors ,Management,F,M,3,5,0,Between 45 and 55,11.459165974123867
16785,United States,Bachelors ,Management,M,M,1,3,0,Between 45 and 55,11.53480436668867
16786,United States,Bachelors ,Management,M,M,1,4,0,Between 45 and 55,11.578001341706416
16787,United States,Bachelors ,Management,F,S,1,4,1,Between 45 and 55,11.4078204722192
16788,United States,Bachelors ,Management,M,M,3,5,0,Between 45 and 55,11.548051266945603
16790,United States,Bachelors ,Management,M,M,3,5,0,Between 45 and 55,11.500569442760645
16791,Canada,Bachelors ,Management,M,S,3,5,1,Between 45 and 55,11.48493742843006
16792,United States,Bachelors ,Management,F,M,3,5,0,Between 45 and 55,11.242192278563087
16793,United States,Bachelors ,Management,F,S,0,2,0,Between 45 and 55,11.47496395868311
16794,United States,Bachelors ,Management,F,M,0,2,0,Between 45 and 55,11.515821268082254
16795,United States,Bachelors ,Management,F,M,1,4,0,Between 45 and 55,11.486386398733051
16796,United States,Partial College,Professional,F,S,1,2,1,Between 45 and 55,11.147281851048735
16797,United States,Partial College,Professional,M,M,1,2,0,Between 45 and 55,11.574011156948067
16798,United States,Bachelors ,Management,F,M,0,2,0,Between 45 and 55,11.469892695152808
16799,United States,Bachelors ,Management,F,M,0,2,0,Between 45 and 55,11.365492172890495
16801,United States,Partial College,Professional,F,S,2,2,1,Between 45 and 55,11.369609213515574
16802,United States,Partial College,Professional,M,S,2,2,1,Between 45 and 55,11.538924540838845
16804,United States,High School,Professional,M,M,2,2,0,Between 45 and 55,11.456693680500177
16806,United States,Partial College,Professional,M,M,1,2,0,Between 45 and 55,11.440591303299476
16807,United States,Partial College,Professional,F,M,1,2,0,Between 45 and 55,11.027718853821858
16808,United States,Partial College,Professional,F,M,1,4,0,Between 45 and 55,11.192058825127404
16809,United States,Partial College,Professional,F,S,1,4,1,Between 45 and 55,11.2690943949589
16810,Canada,High School,Professional,M,M,2,2,0,Between 45 and 55,11.364819810438632
16811,United States,Partial College,Professional,M,M,1,2,0,Between 45 and 55,11.379154043541098
16812,United States,Partial College,Professional,F,M,2,2,0,Between 45 and 55,11.323700131859479
16813,United States,Partial College,Professional,M,M,2,2,0,Between 45 and 55,11.50089336874639
16814,United States,Partial College,Professional,F,S,1,4,1,Between 45 and 55,11.125614567442106
16815,United States,Partial College,Professional,M,M,1,4,0,Between 45 and 55,11.544927881095722
16816,United States,Partial College,Professional,F,M,1,4,1,Between 45 and 55,11.33292521186495
16818,United States,Partial College,Professional,F,M,2,4,0,Between 45 and 55,11.264451285076724
16819,United States,Partial College,Professional,M,M,2,4,1,Between 25 and 45,11.447522570369527
16820,Canada,Partial College,Professional,F,M,2,5,0,Between 25 and 45,11.22436300509114
16822,United Kingdom,Partial College,Professional,M,M,3,3,1,Between 25 and 45,12.045052592156134
16823,United Kingdom,Partial College,Professional,F,M,4,3,1,Between 25 and 45,11.891190653151739
16824,Germany,High School,Professional,M,M,4,4,0,Between 25 and 45,11.964841495417309
16825,Germany,High School,Professional,F,M,4,4,1,Between 25 and 45,11.783868213417712
16826,Germany,Partial College,Professional,M,M,3,4,0,Between 25 and 45,11.936263234613023
16828,United Kingdom,High School,Professional,M,M,2,4,0,Between 25 and 45,12.010939368008883
16829,United Kingdom,High School,Professional,M,M,2,4,1,Between 25 and 45,11.943193748662143
16830,Germany,Partial College,Professional,F,M,3,4,1,Between 25 and 45,11.778407939686096
16831,United Kingdom,Partial College,Professional,M,M,3,4,1,Between 25 and 45,12.002927780722652
16832,United States,Graduate Degree,Management,M,S,2,3,0,Over 55,11.74325116281265
16833,United States,Graduate Degree,Management,M,M,1,3,0,Over 55,11.909060516482034
16834,Canada,Graduate Degree,Management,F,S,2,2,0,Over 55,11.039475905320193
16835,United States,Graduate Degree,Management,M,M,2,4,0,Over 55,11.633398213437117
16836,Canada,Partial College,Professional,M,M,3,4,1,Between 25 and 45,11.70584895545962
16837,Canada,Partial College,Professional,F,M,3,4,1,Between 25 and 45,11.624091098280381
16839,United States,Graduate Degree,Management,F,M,2,0,1,Between 25 and 45,11.876693195522185
